! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Thursday, 19 June 2025 07:06:30
! TIMEZONE (GMT-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9914A
! SERIAL MY53104783
! FIRMWARE_VERSION A.08.06
! CORRECTION 
! Application SA
! Trace TIMESTAMP: 2025-06-19 07:06:30Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Seconds Since Last Read: 0
! CHECKSUM 1944368580
! DATA Freq,SA Average,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
50000000,-84.2260025457238,0,0,0
50500000,-84.0166547194018,0,0,0
51000000,-82.8752271862092,0,0,0
51500000,-82.1006595850822,0,0,0
52000000,-84.2862684819784,0,0,0
52500000,-82.701873693414,0,0,0
53000000,-83.3988164456066,0,0,0
53500000,-82.990954444808,0,0,0
54000000,-83.0006796535809,0,0,0
54500000,-82.9138198690366,0,0,0
55000000,-82.9649939979057,0,0,0
55500000,-81.9405838843937,0,0,0
56000000,-82.9722573869107,0,0,0
56500000,-83.0110236179917,0,0,0
57000000,-82.7649977676897,0,0,0
57500000,-82.1904589462852,0,0,0
58000000,-83.0369242856506,0,0,0
58500000,-81.9311943245598,0,0,0
59000000,-82.3183041638005,0,0,0
59500000,-83.3278467689552,0,0,0
60000000,-83.3768671288022,0,0,0
60500000,-81.8353736049177,0,0,0
61000000,-83.0441446327539,0,0,0
61500000,-83.440255216275,0,0,0
62000000,-82.7678516289997,0,0,0
62500000,-83.5198921702993,0,0,0
63000000,-82.194430260304,0,0,0
63500000,-81.3908046325805,0,0,0
64000000,-82.1381591812885,0,0,0
64500000,-81.5325952185828,0,0,0
65000000,-81.5200756628001,0,0,0
65500000,-80.8731901061098,0,0,0
66000000,-81.7292479695084,0,0,0
66500000,-81.7608363788083,0,0,0
67000000,-82.2387499916692,0,0,0
67500000,-81.5487879389982,0,0,0
68000000,-82.2554269806278,0,0,0
68500000,-81.8924949632926,0,0,0
69000000,-82.8871500732179,0,0,0
69500000,-82.5255945056621,0,0,0
70000000,-81.8779696534766,0,0,0
70500000,-82.741855631987,0,0,0
71000000,-82.7814936188642,0,0,0
71500000,-81.8566656545582,0,0,0
72000000,-82.0621376187051,0,0,0
72500000,-83.1826098524875,0,0,0
73000000,-81.5756474939305,0,0,0
73500000,-81.7802123429224,0,0,0
74000000,-82.0116138371014,0,0,0
74500000,-80.8721012632323,0,0,0
75000000,-81.8529634411676,0,0,0
75500000,-82.2736029554118,0,0,0
76000000,-81.5103014739598,0,0,0
76500000,-82.4205781991525,0,0,0
77000000,-81.6345481848885,0,0,0
77500000,-82.6028401909971,0,0,0
78000000,-81.7444354916811,0,0,0
78500000,-81.1687156640534,0,0,0
79000000,-82.4741284797717,0,0,0
79500000,-81.2610452283813,0,0,0
80000000,-81.2298907891802,0,0,0
